engagement_id,user_id,module_id,topic_category,quiz_score,completion_flag,time_spent_seconds,attempts,difficulty_level,session_timestamp,language_used
ENG_002556,USR_00569,LIT_003,savings,41,False,903,1,2,2025-07-12T00:00:00,en
ENG_002557,USR_00569,LIT_004,upi_safety,83,True,866,1,2,2025-07-09T00:00:00,or
ENG_002558,USR_00569,LIT_006,interest_rates,70,True,793,3,4,2025-07-24T00:00:00,or
ENG_002559,USR_00570,LIT_003,savings,68,True,784,2,2,2025-07-13T00:00:00,or
ENG_002560,USR_00570,LIT_002,loans,64,True,432,3,4,2025-07-15T00:00:00,or
ENG_002561,USR_00570,LIT_005,budgeting,57,True,869,1,3,2025-07-12T00:00:00,en
ENG_002562,USR_00570,LIT_001,credit,94,True,599,1,3,2025-08-03T00:00:00,or
ENG_002563,USR_00570,LIT_006,interest_rates,76,True,615,1,4,2025-08-14T00:00:00,or
ENG_002564,USR_00570,LIT_004,upi_safety,73,True,203,1,2,2025-08-09T00:00:00,en
ENG_002565,USR_00571,LIT_002,loans,69,True,176,1,4,2025-07-16T00:00:00,or
ENG_002566,USR_00571,LIT_004,upi_safety,86,False,571,1,2,2025-07-23T00:00:00,en
ENG_002567,USR_00571,LIT_001,credit,85,False,673,1,3,2025-08-05T00:00:00,or
ENG_002568,USR_00571,LIT_003,savings,96,True,617,1,2,2025-07-16T00:00:00,en
ENG_002569,USR_00572,LIT_003,savings,84,True,381,1,2,2025-07-09T00:00:00,hi
ENG_002570,USR_00572,LIT_001,credit,66,True,709,3,3,2025-07-16T00:00:00,hi
ENG_002571,USR_00572,LIT_006,interest_rates,58,True,624,2,4,2025-07-22T00:00:00,en
ENG_002572,USR_00572,LIT_005,budgeting,60,True,443,1,3,2025-07-17T00:00:00,hi
ENG_002573,USR_00573,LIT_002,loans,94,True,865,1,4,2025-07-03T00:00:00,hi
ENG_002574,USR_00573,LIT_001,credit,60,True,594,2,3,2025-07-13T00:00:00,hi
ENG_002575,USR_00573,LIT_004,upi_safety,97,True,859,1,2,2025-07-16T00:00:00,hi
ENG_002576,USR_00573,LIT_005,budgeting,79,True,746,1,3,2025-07-28T00:00:00,hi
ENG_002577,USR_00573,LIT_003,savings,79,False,427,1,2,2025-07-27T00:00:00,hi
ENG_002578,USR_00574,LIT_003,savings,75,False,559,1,2,2025-07-05T00:00:00,hi
ENG_002579,USR_00574,LIT_001,credit,83,True,480,1,3,2025-07-13T00:00:00,hi
ENG_002580,USR_00574,LIT_005,budgeting,72,True,560,1,3,2025-07-27T00:00:00,hi
ENG_002581,USR_00574,LIT_006,interest_rates,71,True,641,1,4,2025-07-25T00:00:00,hi
ENG_002582,USR_00574,LIT_004,upi_safety,50,True,672,1,2,2025-07-31T00:00:00,hi
ENG_002583,USR_00575,LIT_006,interest_rates,70,True,273,2,4,2025-07-06T00:00:00,hi
ENG_002584,USR_00575,LIT_005,budgeting,74,True,662,1,3,2025-07-23T00:00:00,hi
ENG_002585,USR_00575,LIT_003,savings,74,True,269,1,2,2025-07-12T00:00:00,en
ENG_002586,USR_00575,LIT_001,credit,82,True,534,1,3,2025-07-21T00:00:00,hi
ENG_002587,USR_00575,LIT_002,loans,83,True,738,1,4,2025-07-25T00:00:00,hi
ENG_002588,USR_00576,LIT_004,upi_safety,50,True,953,1,2,2025-07-02T00:00:00,en
ENG_002589,USR_00576,LIT_006,interest_rates,65,True,772,2,4,2025-07-16T00:00:00,hi
ENG_002590,USR_00576,LIT_001,credit,77,False,879,1,3,2025-07-21T00:00:00,en
ENG_002591,USR_00576,LIT_002,loans,74,True,894,1,4,2025-08-02T00:00:00,hi
ENG_002592,USR_00576,LIT_003,savings,76,True,530,1,2,2025-07-22T00:00:00,hi
ENG_002593,USR_00577,LIT_001,credit,63,True,261,2,3,2025-07-03T00:00:00,hi
ENG_002594,USR_00577,LIT_003,savings,75,True,541,1,2,2025-07-19T00:00:00,hi
ENG_002595,USR_00577,LIT_006,interest_rates,61,True,534,1,4,2025-07-18T00:00:00,hi
ENG_002596,USR_00577,LIT_002,loans,85,False,572,1,4,2025-07-20T00:00:00,hi
ENG_002597,USR_00577,LIT_004,upi_safety,87,True,570,1,2,2025-08-04T00:00:00,hi
ENG_002598,USR_00578,LIT_006,interest_rates,98,True,798,1,4,2025-07-16T00:00:00,hi
ENG_002599,USR_00578,LIT_005,budgeting,69,False,699,1,3,2025-07-24T00:00:00,hi
ENG_002600,USR_00578,LIT_002,loans,88,True,972,1,4,2025-07-19T00:00:00,en
ENG_002601,USR_00578,LIT_003,savings,77,True,700,1,2,2025-07-21T00:00:00,hi
ENG_002602,USR_00579,LIT_001,credit,64,True,390,1,3,2025-07-09T00:00:00,en
ENG_002603,USR_00579,LIT_005,budgeting,62,True,826,1,3,2025-07-10T00:00:00,hi
ENG_002604,USR_00579,LIT_004,upi_safety,67,True,441,3,2,2025-07-16T00:00:00,hi
ENG_002605,USR_00579,LIT_006,interest_rates,45,True,594,1,4,2025-07-22T00:00:00,en
ENG_002606,USR_00579,LIT_003,savings,72,True,902,1,2,2025-07-27T00:00:00,en
ENG_002607,USR_00580,LIT_005,budgeting,80,True,790,1,3,2025-07-14T00:00:00,en
ENG_002608,USR_00580,LIT_001,credit,60,True,809,3,3,2025-07-26T00:00:00,hi
ENG_002609,USR_00580,LIT_002,loans,62,False,924,3,4,2025-07-19T00:00:00,hi
ENG_002610,USR_00581,LIT_002,loans,68,True,817,3,4,2025-07-11T00:00:00,or
ENG_002611,USR_00581,LIT_006,interest_rates,69,True,654,3,4,2025-07-23T00:00:00,or
ENG_002612,USR_00581,LIT_001,credit,57,False,463,3,3,2025-08-02T00:00:00,or
ENG_002613,USR_00581,LIT_003,savings,100,False,535,1,2,2025-07-18T00:00:00,or
ENG_002614,USR_00582,LIT_002,loans,66,True,538,2,4,2025-07-15T00:00:00,hi
ENG_002615,USR_00582,LIT_005,budgeting,70,True,886,1,3,2025-07-19T00:00:00,hi
ENG_002616,USR_00582,LIT_006,interest_rates,47,True,533,1,4,2025-07-30T00:00:00,en
ENG_002617,USR_00582,LIT_003,savings,71,True,458,1,2,2025-07-19T00:00:00,en
ENG_002618,USR_00583,LIT_006,interest_rates,78,True,647,1,4,2025-07-09T00:00:00,en
ENG_002619,USR_00583,LIT_003,savings,50,True,248,3,2,2025-07-11T00:00:00,hi
ENG_002620,USR_00583,LIT_004,upi_safety,55,False,472,2,2,2025-07-27T00:00:00,hi
ENG_002621,USR_00583,LIT_001,credit,65,True,734,3,3,2025-08-02T00:00:00,hi
ENG_002622,USR_00583,LIT_002,loans,84,True,400,1,4,2025-07-28T00:00:00,en
ENG_002623,USR_00584,LIT_002,loans,86,True,900,1,4,2025-07-15T00:00:00,hi
ENG_002624,USR_00584,LIT_003,savings,75,True,899,1,2,2025-07-10T00:00:00,hi
ENG_002625,USR_00584,LIT_001,credit,66,True,425,3,3,2025-07-18T00:00:00,en
ENG_002626,USR_00584,LIT_005,budgeting,62,True,499,2,3,2025-08-02T00:00:00,en
ENG_002627,USR_00584,LIT_006,interest_rates,59,True,637,1,4,2025-07-26T00:00:00,hi
ENG_002628,USR_00585,LIT_006,interest_rates,57,True,120,3,4,2025-07-07T00:00:00,hi
ENG_002629,USR_00585,LIT_004,upi_safety,52,True,590,3,2,2025-07-11T00:00:00,hi
ENG_002630,USR_00585,LIT_003,savings,71,False,836,1,2,2025-07-18T00:00:00,hi
ENG_002631,USR_00586,LIT_001,credit,58,True,349,3,3,2025-07-01T00:00:00,hi
ENG_002632,USR_00586,LIT_003,savings,67,True,674,3,2,2025-07-26T00:00:00,hi
ENG_002633,USR_00586,LIT_005,budgeting,72,True,539,1,3,2025-07-20T00:00:00,hi
ENG_002634,USR_00586,LIT_006,interest_rates,63,False,662,1,4,2025-08-14T00:00:00,en
ENG_002635,USR_00587,LIT_006,interest_rates,42,False,427,3,4,2025-07-06T00:00:00,hi
ENG_002636,USR_00587,LIT_001,credit,71,True,494,1,3,2025-07-13T00:00:00,hi
ENG_002637,USR_00588,LIT_002,loans,71,True,715,1,4,2025-07-10T00:00:00,hi
ENG_002638,USR_00588,LIT_006,interest_rates,86,True,476,1,4,2025-07-25T00:00:00,hi
ENG_002639,USR_00588,LIT_004,upi_safety,80,True,379,1,2,2025-07-29T00:00:00,en
ENG_002640,USR_00588,LIT_003,savings,74,True,870,1,2,2025-08-11T00:00:00,hi
ENG_002641,USR_00589,LIT_001,credit,67,True,288,1,3,2025-07-12T00:00:00,en
ENG_002642,USR_00589,LIT_004,upi_safety,89,False,120,1,2,2025-07-15T00:00:00,hi
ENG_002643,USR_00589,LIT_003,savings,40,False,775,3,2,2025-07-14T00:00:00,en
ENG_002644,USR_00590,LIT_006,interest_rates,77,True,498,1,4,2025-07-15T00:00:00,hi
ENG_002645,USR_00590,LIT_004,upi_safety,55,False,705,1,2,2025-07-06T00:00:00,hi
ENG_002646,USR_00590,LIT_002,loans,63,True,512,2,4,2025-07-14T00:00:00,en
ENG_002647,USR_00590,LIT_003,savings,83,True,753,1,2,2025-08-15T00:00:00,en
ENG_002648,USR_00590,LIT_001,credit,64,True,633,2,3,2025-08-24T00:00:00,hi
ENG_002649,USR_00590,LIT_005,budgeting,87,True,778,1,3,2025-08-04T00:00:00,hi
ENG_002650,USR_00591,LIT_004,upi_safety,60,True,710,3,2,2025-07-04T00:00:00,hi
ENG_002651,USR_00591,LIT_003,savings,54,True,765,3,2,2025-07-20T00:00:00,en
ENG_002652,USR_00591,LIT_001,credit,59,True,383,1,3,2025-08-02T00:00:00,hi
ENG_002653,USR_00591,LIT_006,interest_rates,71,True,374,1,4,2025-08-01T00:00:00,hi
ENG_002654,USR_00592,LIT_005,budgeting,53,True,469,2,3,2025-07-04T00:00:00,en
ENG_002655,USR_00592,LIT_001,credit,68,True,120,2,3,2025-07-22T00:00:00,hi
ENG_002656,USR_00593,LIT_003,savings,64,True,445,1,2,2025-07-12T00:00:00,hi
ENG_002657,USR_00593,LIT_004,upi_safety,63,True,644,2,2,2025-07-08T00:00:00,hi
ENG_002658,USR_00593,LIT_001,credit,70,True,627,2,3,2025-07-15T00:00:00,hi
ENG_002659,USR_00593,LIT_002,loans,47,True,547,3,4,2025-08-13T00:00:00,en
ENG_002660,USR_00593,LIT_005,budgeting,51,True,740,1,3,2025-08-16T00:00:00,hi
ENG_002661,USR_00593,LIT_006,interest_rates,87,False,529,1,4,2025-08-18T00:00:00,hi
ENG_002662,USR_00594,LIT_002,loans,66,True,452,2,4,2025-07-04T00:00:00,en
ENG_002663,USR_00594,LIT_001,credit,87,True,538,1,3,2025-07-13T00:00:00,en
ENG_002664,USR_00594,LIT_003,savings,100,True,980,1,2,2025-08-05T00:00:00,or
ENG_002665,USR_00594,LIT_005,budgeting,65,True,922,2,3,2025-08-15T00:00:00,or
ENG_002666,USR_00594,LIT_006,interest_rates,67,False,590,3,4,2025-07-21T00:00:00,or
ENG_002667,USR_00595,LIT_003,savings,53,True,538,1,2,2025-07-08T00:00:00,hi
ENG_002668,USR_00596,LIT_005,budgeting,37,True,741,2,3,2025-07-02T00:00:00,hi
ENG_002669,USR_00596,LIT_002,loans,99,True,1136,1,4,2025-07-15T00:00:00,hi
ENG_002670,USR_00596,LIT_003,savings,85,True,538,1,2,2025-07-19T00:00:00,en
ENG_002671,USR_00596,LIT_006,interest_rates,86,False,606,1,4,2025-08-04T00:00:00,en
ENG_002672,USR_00597,LIT_006,interest_rates,85,True,509,1,4,2025-07-11T00:00:00,en
ENG_002673,USR_00597,LIT_004,upi_safety,69,True,951,1,2,2025-07-10T00:00:00,hi
ENG_002674,USR_00597,LIT_005,budgeting,85,True,696,1,3,2025-08-04T00:00:00,hi
ENG_002675,USR_00597,LIT_003,savings,80,True,732,1,2,2025-07-25T00:00:00,hi
ENG_002676,USR_00598,LIT_006,interest_rates,86,False,586,1,4,2025-07-14T00:00:00,hi
ENG_002677,USR_00598,LIT_002,loans,49,True,876,3,4,2025-07-25T00:00:00,en
ENG_002678,USR_00598,LIT_003,savings,59,True,528,2,2,2025-08-05T00:00:00,hi
ENG_002679,USR_00598,LIT_005,budgeting,65,False,527,3,3,2025-07-18T00:00:00,hi
ENG_002680,USR_00598,LIT_004,upi_safety,49,True,566,2,2,2025-07-26T00:00:00,en
ENG_002681,USR_00599,LIT_003,savings,68,True,912,2,2,2025-07-13T00:00:00,en
ENG_002682,USR_00599,LIT_004,upi_safety,64,True,862,3,2,2025-07-14T00:00:00,hi
ENG_002683,USR_00599,LIT_006,interest_rates,72,True,526,1,4,2025-07-20T00:00:00,hi
ENG_002684,USR_00599,LIT_001,credit,97,False,789,1,3,2025-07-25T00:00:00,en
ENG_002685,USR_00599,LIT_002,loans,98,True,605,1,4,2025-07-26T00:00:00,hi
ENG_002686,USR_00600,LIT_001,credit,74,True,681,1,3,2025-07-05T00:00:00,hi
ENG_002687,USR_00600,LIT_002,loans,66,True,643,3,4,2025-07-10T00:00:00,hi
ENG_002688,USR_00600,LIT_004,upi_safety,50,True,508,3,2,2025-07-23T00:00:00,en
ENG_002689,USR_00600,LIT_006,interest_rates,82,True,914,1,4,2025-07-28T00:00:00,hi
ENG_002690,USR_00600,LIT_005,budgeting,57,False,531,2,3,2025-07-23T00:00:00,en
ENG_002691,USR_00601,LIT_006,interest_rates,45,True,493,1,4,2025-07-04T00:00:00,hi
ENG_002692,USR_00601,LIT_004,upi_safety,76,False,528,1,2,2025-07-12T00:00:00,hi
ENG_002693,USR_00601,LIT_002,loans,79,False,533,1,4,2025-07-31T00:00:00,hi
ENG_002694,USR_00601,LIT_001,credit,77,True,311,1,3,2025-07-23T00:00:00,hi
ENG_002695,USR_00602,LIT_002,loans,67,True,958,2,4,2025-07-09T00:00:00,en
ENG_002696,USR_00602,LIT_003,savings,48,True,1247,2,2,2025-07-20T00:00:00,or
ENG_002697,USR_00602,LIT_005,budgeting,34,True,867,1,3,2025-07-20T00:00:00,or
ENG_002698,USR_00602,LIT_006,interest_rates,86,False,414,1,4,2025-07-21T00:00:00,or
ENG_002699,USR_00602,LIT_001,credit,74,True,647,1,3,2025-08-06T00:00:00,or
ENG_002700,USR_00602,LIT_004,upi_safety,77,False,579,1,2,2025-08-21T00:00:00,or
ENG_002701,USR_00603,LIT_002,loans,84,True,601,1,4,2025-07-15T00:00:00,hi
ENG_002702,USR_00603,LIT_004,upi_safety,51,True,675,3,2,2025-07-20T00:00:00,en
ENG_002703,USR_00603,LIT_005,budgeting,50,False,546,1,3,2025-07-25T00:00:00,en
ENG_002704,USR_00603,LIT_001,credit,83,True,1210,1,3,2025-07-23T00:00:00,hi
ENG_002705,USR_00604,LIT_005,budgeting,61,True,835,1,3,2025-07-08T00:00:00,or
ENG_002706,USR_00604,LIT_001,credit,40,False,720,2,3,2025-07-22T00:00:00,or
ENG_002707,USR_00604,LIT_004,upi_safety,89,True,504,1,2,2025-07-23T00:00:00,en
ENG_002708,USR_00604,LIT_006,interest_rates,78,True,937,1,4,2025-08-15T00:00:00,or
ENG_002709,USR_00604,LIT_002,loans,70,True,659,3,4,2025-08-25T00:00:00,or
ENG_002710,USR_00605,LIT_003,savings,100,True,363,1,2,2025-07-11T00:00:00,hi
ENG_002711,USR_00605,LIT_004,upi_safety,90,True,692,1,2,2025-07-22T00:00:00,hi
ENG_002712,USR_00605,LIT_005,budgeting,64,True,821,1,3,2025-07-29T00:00:00,hi
ENG_002713,USR_00605,LIT_001,credit,62,False,870,3,3,2025-07-30T00:00:00,hi
ENG_002714,USR_00606,LIT_003,savings,88,True,791,1,2,2025-07-10T00:00:00,hi
ENG_002715,USR_00606,LIT_004,upi_safety,82,True,685,1,2,2025-07-06T00:00:00,hi
ENG_002716,USR_00606,LIT_002,loans,73,True,794,1,4,2025-07-23T00:00:00,hi
ENG_002717,USR_00606,LIT_005,budgeting,88,True,540,1,3,2025-08-01T00:00:00,en
ENG_002718,USR_00607,LIT_001,credit,63,True,666,2,3,2025-07-06T00:00:00,hi
ENG_002719,USR_00607,LIT_005,budgeting,100,True,610,1,3,2025-07-09T00:00:00,en
ENG_002720,USR_00607,LIT_004,upi_safety,64,False,409,2,2,2025-07-18T00:00:00,hi
ENG_002721,USR_00607,LIT_002,loans,84,True,495,1,4,2025-08-15T00:00:00,hi
ENG_002722,USR_00607,LIT_006,interest_rates,70,False,773,1,4,2025-08-07T00:00:00,en
ENG_002723,USR_00608,LIT_003,savings,83,True,474,1,2,2025-07-04T00:00:00,or
ENG_002724,USR_00608,LIT_001,credit,71,True,438,1,3,2025-07-08T00:00:00,en
ENG_002725,USR_00608,LIT_005,budgeting,60,True,575,1,3,2025-07-12T00:00:00,or
ENG_002726,USR_00608,LIT_002,loans,49,True,268,1,4,2025-07-31T00:00:00,or
ENG_002727,USR_00608,LIT_004,upi_safety,75,True,879,1,2,2025-07-26T00:00:00,or
ENG_002728,USR_00608,LIT_006,interest_rates,63,True,345,3,4,2025-09-03T00:00:00,or
ENG_002729,USR_00609,LIT_003,savings,65,True,539,3,2,2025-07-11T00:00:00,en
ENG_002730,USR_00609,LIT_004,upi_safety,81,True,303,1,2,2025-07-19T00:00:00,hi
ENG_002731,USR_00609,LIT_005,budgeting,52,True,665,2,3,2025-07-12T00:00:00,hi
ENG_002732,USR_00609,LIT_001,credit,57,True,570,2,3,2025-08-10T00:00:00,en
ENG_002733,USR_00610,LIT_005,budgeting,44,True,875,2,3,2025-07-08T00:00:00,hi
ENG_002734,USR_00610,LIT_004,upi_safety,77,True,644,1,2,2025-07-22T00:00:00,hi
ENG_002735,USR_00610,LIT_002,loans,51,True,508,2,4,2025-08-01T00:00:00,en
ENG_002736,USR_00610,LIT_003,savings,61,False,547,3,2,2025-08-02T00:00:00,hi
ENG_002737,USR_00611,LIT_001,credit,82,False,297,1,3,2025-07-16T00:00:00,en
ENG_002738,USR_00611,LIT_005,budgeting,69,False,733,2,3,2025-07-13T00:00:00,en
ENG_002739,USR_00611,LIT_004,upi_safety,57,True,690,1,2,2025-07-16T00:00:00,en
ENG_002740,USR_00611,LIT_003,savings,78,True,895,1,2,2025-07-30T00:00:00,hi
ENG_002741,USR_00612,LIT_003,savings,70,True,598,1,2,2025-07-13T00:00:00,hi
ENG_002742,USR_00612,LIT_005,budgeting,66,True,679,3,3,2025-07-26T00:00:00,en
ENG_002743,USR_00612,LIT_002,loans,77,True,810,1,4,2025-08-05T00:00:00,hi
ENG_002744,USR_00612,LIT_001,credit,79,True,407,1,3,2025-08-02T00:00:00,hi
ENG_002745,USR_00612,LIT_006,interest_rates,88,True,859,1,4,2025-08-22T00:00:00,hi
ENG_002746,USR_00613,LIT_002,loans,66,True,510,3,4,2025-07-10T00:00:00,hi
ENG_002747,USR_00613,LIT_006,interest_rates,26,True,515,2,4,2025-07-21T00:00:00,hi
ENG_002748,USR_00613,LIT_004,upi_safety,98,True,594,1,2,2025-07-27T00:00:00,en
ENG_002749,USR_00613,LIT_003,savings,59,True,436,2,2,2025-07-23T00:00:00,en
ENG_002750,USR_00614,LIT_001,credit,74,True,417,1,3,2025-07-04T00:00:00,hi
ENG_002751,USR_00614,LIT_004,upi_safety,70,True,642,3,2,2025-07-23T00:00:00,hi
ENG_002752,USR_00614,LIT_005,budgeting,79,True,249,1,3,2025-07-15T00:00:00,en
ENG_002753,USR_00614,LIT_002,loans,81,True,285,1,4,2025-07-29T00:00:00,hi
ENG_002754,USR_00614,LIT_006,interest_rates,97,True,490,1,4,2025-08-11T00:00:00,hi
ENG_002755,USR_00615,LIT_004,upi_safety,61,True,703,1,2,2025-07-04T00:00:00,en
ENG_002756,USR_00615,LIT_002,loans,74,True,326,1,4,2025-07-15T00:00:00,en
ENG_002757,USR_00615,LIT_001,credit,69,False,850,2,3,2025-07-23T00:00:00,hi
ENG_002758,USR_00616,LIT_005,budgeting,45,False,120,2,3,2025-07-13T00:00:00,hi
ENG_002759,USR_00616,LIT_004,upi_safety,55,True,759,1,2,2025-07-11T00:00:00,hi
ENG_002760,USR_00616,LIT_003,savings,78,True,849,1,2,2025-07-17T00:00:00,hi
ENG_002761,USR_00616,LIT_006,interest_rates,38,True,915,1,4,2025-07-16T00:00:00,hi
ENG_002762,USR_00617,LIT_006,interest_rates,34,True,390,1,4,2025-07-15T00:00:00,hi
ENG_002763,USR_00617,LIT_003,savings,64,True,888,1,2,2025-07-16T00:00:00,en
ENG_002764,USR_00617,LIT_005,budgeting,80,True,307,1,3,2025-08-05T00:00:00,hi
ENG_002765,USR_00617,LIT_004,upi_safety,66,True,431,2,2,2025-08-10T00:00:00,hi
ENG_002766,USR_00617,LIT_002,loans,76,True,687,1,4,2025-07-21T00:00:00,en
ENG_002767,USR_00617,LIT_001,credit,68,True,851,1,3,2025-08-30T00:00:00,hi
ENG_002768,USR_00618,LIT_005,budgeting,52,False,370,2,3,2025-07-06T00:00:00,hi
ENG_002769,USR_00618,LIT_003,savings,53,True,639,3,2,2025-07-06T00:00:00,hi
ENG_002770,USR_00618,LIT_002,loans,46,True,907,2,4,2025-07-26T00:00:00,en
ENG_002771,USR_00618,LIT_006,interest_rates,97,True,869,1,4,2025-07-17T00:00:00,hi
ENG_002772,USR_00618,LIT_001,credit,63,True,559,1,3,2025-07-28T00:00:00,hi
ENG_002773,USR_00618,LIT_004,upi_safety,57,True,375,1,2,2025-08-10T00:00:00,hi
ENG_002774,USR_00619,LIT_005,budgeting,63,True,513,2,3,2025-07-02T00:00:00,en
ENG_002775,USR_00619,LIT_004,upi_safety,66,True,728,1,2,2025-07-21T00:00:00,hi
ENG_002776,USR_00619,LIT_003,savings,74,True,809,1,2,2025-07-28T00:00:00,hi
ENG_002777,USR_00619,LIT_001,credit,89,True,658,1,3,2025-07-28T00:00:00,en
ENG_002778,USR_00619,LIT_006,interest_rates,89,True,557,1,4,2025-07-24T00:00:00,en
ENG_002779,USR_00620,LIT_005,budgeting,41,True,942,3,3,2025-07-14T00:00:00,en
ENG_002780,USR_00620,LIT_003,savings,49,True,856,3,2,2025-07-15T00:00:00,hi
ENG_002781,USR_00620,LIT_004,upi_safety,89,True,509,1,2,2025-07-23T00:00:00,en
ENG_002782,USR_00620,LIT_006,interest_rates,92,True,502,1,4,2025-08-14T00:00:00,hi
ENG_002783,USR_00621,LIT_004,upi_safety,52,True,517,1,2,2025-07-14T00:00:00,en
ENG_002784,USR_00621,LIT_001,credit,68,True,287,1,3,2025-07-23T00:00:00,hi
ENG_002785,USR_00621,LIT_002,loans,83,True,387,1,4,2025-08-04T00:00:00,hi
ENG_002786,USR_00621,LIT_006,interest_rates,55,False,655,1,4,2025-08-04T00:00:00,hi
ENG_002787,USR_00622,LIT_006,interest_rates,45,False,715,3,4,2025-07-01T00:00:00,hi
ENG_002788,USR_00622,LIT_005,budgeting,100,True,551,1,3,2025-07-10T00:00:00,hi
ENG_002789,USR_00622,LIT_002,loans,98,False,637,1,4,2025-07-22T00:00:00,hi
ENG_002790,USR_00623,LIT_004,upi_safety,64,True,423,3,2,2025-07-11T00:00:00,or
ENG_002791,USR_00623,LIT_001,credit,66,True,501,1,3,2025-07-23T00:00:00,or
ENG_002792,USR_00623,LIT_006,interest_rates,88,True,828,1,4,2025-07-26T00:00:00,or
ENG_002793,USR_00623,LIT_002,loans,52,True,706,2,4,2025-07-16T00:00:00,or
ENG_002794,USR_00624,LIT_006,interest_rates,62,True,454,3,4,2025-07-16T00:00:00,hi
ENG_002795,USR_00624,LIT_005,budgeting,70,True,441,3,3,2025-07-12T00:00:00,hi
ENG_002796,USR_00624,LIT_003,savings,83,False,792,1,2,2025-08-03T00:00:00,hi
ENG_002797,USR_00625,LIT_005,budgeting,41,True,640,1,3,2025-07-08T00:00:00,hi
ENG_002798,USR_00625,LIT_001,credit,89,True,961,1,3,2025-07-10T00:00:00,hi
ENG_002799,USR_00625,LIT_004,upi_safety,70,False,490,2,2,2025-07-30T00:00:00,hi
ENG_002800,USR_00625,LIT_002,loans,52,True,827,3,4,2025-07-30T00:00:00,en
ENG_002801,USR_00625,LIT_003,savings,82,False,766,1,2,2025-08-02T00:00:00,hi
ENG_002802,USR_00626,LIT_003,savings,67,True,546,2,2,2025-07-12T00:00:00,or
ENG_002803,USR_00626,LIT_006,interest_rates,90,True,595,1,4,2025-07-06T00:00:00,or
ENG_002804,USR_00626,LIT_004,upi_safety,54,False,572,2,2,2025-08-04T00:00:00,en
ENG_002805,USR_00626,LIT_005,budgeting,79,True,502,1,3,2025-07-26T00:00:00,en
ENG_002806,USR_00627,LIT_001,credit,48,True,848,2,3,2025-07-09T00:00:00,hi
ENG_002807,USR_00627,LIT_004,upi_safety,94,True,894,1,2,2025-07-15T00:00:00,en
ENG_002808,USR_00627,LIT_002,loans,74,True,709,1,4,2025-07-17T00:00:00,hi
ENG_002809,USR_00627,LIT_005,budgeting,74,True,1114,1,3,2025-07-27T00:00:00,hi
ENG_002810,USR_00628,LIT_006,interest_rates,67,False,643,2,4,2025-07-06T00:00:00,en
ENG_002811,USR_00628,LIT_004,upi_safety,76,True,272,1,2,2025-07-08T00:00:00,or
ENG_002812,USR_00628,LIT_001,credit,61,False,701,2,3,2025-08-04T00:00:00,en
ENG_002813,USR_00629,LIT_004,upi_safety,79,True,548,1,2,2025-07-16T00:00:00,hi
ENG_002814,USR_00629,LIT_005,budgeting,78,True,370,1,3,2025-07-15T00:00:00,hi
ENG_002815,USR_00629,LIT_001,credit,72,True,120,1,3,2025-07-23T00:00:00,hi
ENG_002816,USR_00629,LIT_006,interest_rates,65,True,198,3,4,2025-07-23T00:00:00,hi
ENG_002817,USR_00629,LIT_002,loans,75,True,822,1,4,2025-07-28T00:00:00,en
ENG_002818,USR_00630,LIT_002,loans,51,True,892,1,4,2025-07-13T00:00:00,en
ENG_002819,USR_00630,LIT_001,credit,72,False,1107,1,3,2025-07-11T00:00:00,hi
ENG_002820,USR_00630,LIT_005,budgeting,75,False,764,1,3,2025-07-22T00:00:00,hi
ENG_002821,USR_00630,LIT_006,interest_rates,76,True,383,1,4,2025-08-02T00:00:00,en
ENG_002822,USR_00630,LIT_003,savings,58,False,369,3,2,2025-07-31T00:00:00,hi
ENG_002823,USR_00630,LIT_004,upi_safety,44,True,451,2,2,2025-08-28T00:00:00,hi
ENG_002824,USR_00631,LIT_002,loans,56,True,885,2,4,2025-07-07T00:00:00,hi
ENG_002825,USR_00631,LIT_001,credit,66,True,603,1,3,2025-07-21T00:00:00,hi
ENG_002826,USR_00631,LIT_006,interest_rates,62,False,714,3,4,2025-07-30T00:00:00,hi
ENG_002827,USR_00631,LIT_005,budgeting,80,True,412,1,3,2025-07-26T00:00:00,en
ENG_002828,USR_00631,LIT_004,upi_safety,86,True,612,1,2,2025-08-01T00:00:00,hi
ENG_002829,USR_00632,LIT_004,upi_safety,83,False,917,1,2,2025-07-15T00:00:00,en
ENG_002830,USR_00632,LIT_005,budgeting,67,True,537,1,3,2025-07-17T00:00:00,hi
ENG_002831,USR_00632,LIT_006,interest_rates,50,False,556,2,4,2025-07-18T00:00:00,hi
ENG_002832,USR_00633,LIT_005,budgeting,59,True,937,3,3,2025-07-01T00:00:00,en
ENG_002833,USR_00633,LIT_006,interest_rates,83,False,699,1,4,2025-07-23T00:00:00,en
ENG_002834,USR_00633,LIT_003,savings,50,True,535,1,2,2025-07-26T00:00:00,hi
ENG_002835,USR_00633,LIT_001,credit,100,True,639,1,3,2025-07-19T00:00:00,en
ENG_002836,USR_00633,LIT_002,loans,73,False,306,1,4,2025-08-01T00:00:00,hi
ENG_002837,USR_00634,LIT_003,savings,66,False,874,3,2,2025-07-06T00:00:00,or
ENG_002838,USR_00634,LIT_001,credit,50,False,852,1,3,2025-07-25T00:00:00,or
ENG_002839,USR_00634,LIT_004,upi_safety,53,True,680,3,2,2025-07-13T00:00:00,or
