bill_id,user_id,bill_type,bill_amount,due_date,payment_date,payment_mode,days_before_after_due,is_on_time,month,year
BILL_0015899,USR_00309,electricity,2566.8,2025-11-15,2025-12-08,upi,23.0,False,11,2025
BILL_0015900,USR_00309,electricity,2923.26,2025-12-19,2025-12-17,auto_debit,-2.0,True,12,2025
BILL_0015901,USR_00309,mobile_recharge,308.9,2025-01-24,2025-01-27,upi,3.0,False,1,2025
BILL_0015902,USR_00309,mobile_recharge,291.47,2025-02-11,2025-02-06,upi,-5.0,True,2,2025
BILL_0015903,USR_00309,mobile_recharge,301.58,2025-03-14,2025-03-16,upi,2.0,False,3,2025
BILL_0015904,USR_00309,mobile_recharge,333.23,2025-04-05,2025-04-02,upi,-3.0,True,4,2025
BILL_0015905,USR_00309,mobile_recharge,290.47,2025-05-10,2025-05-29,upi,19.0,False,5,2025
BILL_0015906,USR_00309,mobile_recharge,352.74,2025-06-24,2025-07-18,upi,24.0,False,6,2025
BILL_0015907,USR_00309,mobile_recharge,250.06,2025-07-08,2025-07-10,upi,2.0,False,7,2025
BILL_0015908,USR_00309,mobile_recharge,319.3,2025-08-05,2025-08-03,auto_debit,-2.0,True,8,2025
BILL_0015909,USR_00309,mobile_recharge,334.66,2025-09-16,,none,,False,9,2025
BILL_0015910,USR_00309,mobile_recharge,317.22,2025-10-24,2025-10-19,cash,-5.0,True,10,2025
BILL_0015911,USR_00309,mobile_recharge,340.73,2025-11-20,2025-11-18,auto_debit,-2.0,True,11,2025
BILL_0015912,USR_00309,mobile_recharge,367.98,2025-12-11,2025-12-08,cash,-3.0,True,12,2025
BILL_0015913,USR_00309,rent,30140.84,2025-01-14,2025-01-12,upi,-2.0,True,1,2025
BILL_0015914,USR_00309,rent,28187.91,2025-02-06,2025-02-06,upi,0.0,True,2,2025
BILL_0015915,USR_00309,rent,29923.41,2025-03-20,2025-03-29,cash,9.0,False,3,2025
BILL_0015916,USR_00309,rent,30628.67,2025-04-18,2025-05-13,upi,25.0,False,4,2025
BILL_0015917,USR_00309,rent,33622.77,2025-05-08,2025-05-08,upi,0.0,True,5,2025
BILL_0015918,USR_00309,rent,30413.3,2025-06-08,2025-06-05,cash,-3.0,True,6,2025
BILL_0015919,USR_00309,rent,27734.09,2025-07-19,2025-07-17,upi,-2.0,True,7,2025
BILL_0015920,USR_00309,rent,26754.98,2025-08-18,,none,,False,8,2025
BILL_0015921,USR_00309,rent,24169.0,2025-09-06,2025-09-18,cash,12.0,False,9,2025
BILL_0015922,USR_00309,rent,32520.18,2025-10-15,2025-10-12,upi,-3.0,True,10,2025
BILL_0015923,USR_00309,rent,30459.41,2025-11-18,2025-11-16,cash,-2.0,True,11,2025
BILL_0015924,USR_00309,rent,28706.85,2025-12-14,2025-12-12,upi,-2.0,True,12,2025
BILL_0015925,USR_00310,electricity,2811.25,2025-01-09,2025-01-08,cash,-1.0,True,1,2025
BILL_0015926,USR_00310,electricity,2508.02,2025-02-15,2025-02-10,upi,-5.0,True,2,2025
BILL_0015927,USR_00310,electricity,2685.15,2025-03-21,2025-03-18,upi,-3.0,True,3,2025
BILL_0015928,USR_00310,electricity,2359.22,2025-04-25,2025-04-23,upi,-2.0,True,4,2025
BILL_0015929,USR_00310,electricity,2741.17,2025-05-13,,none,,False,5,2025
BILL_0015930,USR_00310,electricity,2310.93,2025-06-22,2025-06-20,upi,-2.0,True,6,2025
BILL_0015931,USR_00310,electricity,2815.86,2025-07-09,2025-07-05,upi,-4.0,True,7,2025
BILL_0015932,USR_00310,electricity,2384.14,2025-08-22,2025-08-18,cash,-4.0,True,8,2025
BILL_0015933,USR_00310,electricity,3356.34,2025-09-25,2025-10-09,auto_debit,14.0,False,9,2025
BILL_0015934,USR_00310,electricity,2628.27,2025-10-14,2025-10-14,upi,0.0,True,10,2025
BILL_0015935,USR_00310,electricity,2329.9,2025-11-13,2025-11-09,auto_debit,-4.0,True,11,2025
BILL_0015936,USR_00310,electricity,2055.85,2025-12-17,,none,,False,12,2025
BILL_0015937,USR_00310,mobile_recharge,202.18,2025-01-08,2025-01-03,upi,-5.0,True,1,2025
BILL_0015938,USR_00310,mobile_recharge,239.72,2025-02-21,2025-02-17,upi,-4.0,True,2,2025
BILL_0015939,USR_00310,mobile_recharge,215.49,2025-03-10,2025-03-07,cash,-3.0,True,3,2025
BILL_0015940,USR_00310,mobile_recharge,247.83,2025-04-12,2025-04-08,cash,-4.0,True,4,2025
BILL_0015941,USR_00310,mobile_recharge,239.33,2025-05-24,2025-05-24,cash,0.0,True,5,2025
BILL_0015942,USR_00310,mobile_recharge,239.29,2025-06-05,2025-06-02,upi,-3.0,True,6,2025
BILL_0015943,USR_00310,mobile_recharge,180.81,2025-07-08,,none,,False,7,2025
BILL_0015944,USR_00310,mobile_recharge,177.54,2025-08-11,2025-08-09,auto_debit,-2.0,True,8,2025
BILL_0015945,USR_00310,mobile_recharge,224.04,2025-09-08,2025-09-08,upi,0.0,True,9,2025
BILL_0015946,USR_00310,mobile_recharge,216.05,2025-10-23,2025-10-23,cash,0.0,True,10,2025
BILL_0015947,USR_00310,mobile_recharge,225.62,2025-11-12,2025-11-09,cash,-3.0,True,11,2025
BILL_0015948,USR_00310,mobile_recharge,159.29,2025-12-17,2025-12-17,upi,0.0,True,12,2025
BILL_0015949,USR_00310,rent,14818.41,2025-01-21,2025-01-16,upi,-5.0,True,1,2025
BILL_0015950,USR_00310,rent,16008.84,2025-02-18,2025-03-10,upi,20.0,False,2,2025
BILL_0015951,USR_00310,rent,15918.51,2025-03-20,2025-03-15,upi,-5.0,True,3,2025
BILL_0015952,USR_00310,rent,15338.8,2025-04-14,2025-04-09,auto_debit,-5.0,True,4,2025
BILL_0015953,USR_00310,rent,12663.03,2025-05-10,2025-05-06,upi,-4.0,True,5,2025
BILL_0015954,USR_00310,rent,16022.77,2025-06-15,2025-06-14,auto_debit,-1.0,True,6,2025
BILL_0015955,USR_00310,rent,15944.52,2025-07-05,2025-07-01,auto_debit,-4.0,True,7,2025
BILL_0015956,USR_00310,rent,13709.84,2025-08-09,,none,,False,8,2025
BILL_0015957,USR_00310,rent,16928.96,2025-09-15,2025-09-11,cash,-4.0,True,9,2025
BILL_0015958,USR_00310,rent,15682.87,2025-10-05,,none,,False,10,2025
BILL_0015959,USR_00310,rent,14341.03,2025-11-06,2025-11-03,auto_debit,-3.0,True,11,2025
BILL_0015960,USR_00310,rent,17792.2,2025-12-15,2025-12-29,upi,14.0,False,12,2025
BILL_0015961,USR_00311,electricity,3421.83,2025-01-13,2025-01-24,upi,11.0,False,1,2025
BILL_0015962,USR_00311,electricity,2936.33,2025-02-22,2025-02-21,upi,-1.0,True,2,2025
BILL_0015963,USR_00311,electricity,2757.58,2025-03-10,2025-03-20,upi,10.0,False,3,2025
BILL_0015964,USR_00311,electricity,3319.3,2025-04-06,2025-04-12,upi,6.0,False,4,2025
BILL_0015965,USR_00311,electricity,2714.62,2025-05-19,2025-05-29,upi,10.0,False,5,2025
BILL_0015966,USR_00311,electricity,3190.62,2025-06-18,2025-06-19,upi,1.0,False,6,2025
BILL_0015967,USR_00311,electricity,2563.35,2025-07-25,2025-07-22,auto_debit,-3.0,True,7,2025
BILL_0015968,USR_00311,electricity,2950.95,2025-08-11,2025-08-11,auto_debit,0.0,True,8,2025
BILL_0015969,USR_00311,electricity,2706.13,2025-09-08,2025-10-08,upi,30.0,False,9,2025
BILL_0015970,USR_00311,electricity,2629.84,2025-10-20,2025-10-15,upi,-5.0,True,10,2025
BILL_0015971,USR_00311,electricity,2607.53,2025-11-22,2025-12-07,upi,15.0,False,11,2025
BILL_0015972,USR_00311,electricity,2634.56,2025-12-14,2025-12-14,auto_debit,0.0,True,12,2025
BILL_0015973,USR_00311,mobile_recharge,159.52,2025-01-20,2025-01-17,auto_debit,-3.0,True,1,2025
BILL_0015974,USR_00311,mobile_recharge,173.73,2025-02-09,2025-03-03,upi,22.0,False,2,2025
BILL_0015975,USR_00311,mobile_recharge,172.63,2025-03-14,2025-03-12,upi,-2.0,True,3,2025
BILL_0015976,USR_00311,mobile_recharge,128.8,2025-04-23,2025-04-19,upi,-4.0,True,4,2025
BILL_0015977,USR_00311,mobile_recharge,128.97,2025-05-18,2025-05-18,auto_debit,0.0,True,5,2025
BILL_0015978,USR_00311,mobile_recharge,146.51,2025-06-17,2025-06-14,auto_debit,-3.0,True,6,2025
BILL_0015979,USR_00311,mobile_recharge,203.84,2025-07-12,2025-07-08,upi,-4.0,True,7,2025
BILL_0015980,USR_00311,mobile_recharge,155.92,2025-08-09,2025-08-09,cash,0.0,True,8,2025
BILL_0015981,USR_00311,mobile_recharge,148.74,2025-09-06,2025-10-02,upi,26.0,False,9,2025
BILL_0015982,USR_00311,mobile_recharge,186.2,2025-10-11,2025-11-07,upi,27.0,False,10,2025
BILL_0015983,USR_00311,mobile_recharge,174.47,2025-11-19,2025-11-19,upi,0.0,True,11,2025
BILL_0015984,USR_00311,mobile_recharge,164.59,2025-12-12,2025-12-12,upi,0.0,True,12,2025
BILL_0015985,USR_00311,rent,24248.28,2025-01-10,2025-01-16,cash,6.0,False,1,2025
BILL_0015986,USR_00311,rent,22593.99,2025-02-10,2025-03-09,auto_debit,27.0,False,2,2025
BILL_0015987,USR_00311,rent,21622.21,2025-03-24,2025-04-17,upi,24.0,False,3,2025
BILL_0015988,USR_00311,rent,21916.82,2025-04-18,2025-04-27,upi,9.0,False,4,2025
BILL_0015989,USR_00311,rent,21407.44,2025-05-18,2025-06-15,upi,28.0,False,5,2025
BILL_0015990,USR_00311,rent,21406.26,2025-06-05,2025-06-02,upi,-3.0,True,6,2025
BILL_0015991,USR_00311,rent,22196.62,2025-07-17,2025-07-14,auto_debit,-3.0,True,7,2025
BILL_0015992,USR_00311,rent,18660.04,2025-08-14,2025-08-13,upi,-1.0,True,8,2025
BILL_0015993,USR_00311,rent,22168.41,2025-09-14,2025-10-10,upi,26.0,False,9,2025
BILL_0015994,USR_00311,rent,18665.97,2025-10-15,2025-11-07,auto_debit,23.0,False,10,2025
BILL_0015995,USR_00311,rent,20873.46,2025-11-24,2025-12-17,auto_debit,23.0,False,11,2025
BILL_0015996,USR_00311,rent,18527.59,2025-12-12,2026-01-01,cash,20.0,False,12,2025
BILL_0015997,USR_00312,electricity,707.31,2025-01-25,2025-01-23,upi,-2.0,True,1,2025
BILL_0015998,USR_00312,electricity,603.75,2025-02-05,2025-02-05,cash,0.0,True,2,2025
BILL_0015999,USR_00312,electricity,645.84,2025-03-24,2025-03-24,auto_debit,0.0,True,3,2025
BILL_0016000,USR_00312,electricity,648.46,2025-04-22,,none,,False,4,2025
BILL_0016001,USR_00312,electricity,637.38,2025-05-19,2025-06-08,cash,20.0,False,5,2025
BILL_0016002,USR_00312,electricity,709.25,2025-06-05,2025-06-05,upi,0.0,True,6,2025
BILL_0016003,USR_00312,electricity,613.16,2025-07-19,2025-07-18,upi,-1.0,True,7,2025
BILL_0016004,USR_00312,electricity,630.48,2025-08-20,2025-08-16,cash,-4.0,True,8,2025
BILL_0016005,USR_00312,electricity,619.28,2025-09-24,2025-09-19,upi,-5.0,True,9,2025
BILL_0016006,USR_00312,electricity,608.61,2025-10-23,2025-11-13,auto_debit,21.0,False,10,2025
BILL_0016007,USR_00312,electricity,587.06,2025-11-23,2025-11-18,upi,-5.0,True,11,2025
BILL_0016008,USR_00312,electricity,544.81,2025-12-10,2025-12-05,upi,-5.0,True,12,2025
BILL_0016009,USR_00312,mobile_recharge,406.79,2025-01-25,2025-01-22,auto_debit,-3.0,True,1,2025
BILL_0016010,USR_00312,mobile_recharge,478.48,2025-02-12,2025-02-10,cash,-2.0,True,2,2025
BILL_0016011,USR_00312,mobile_recharge,422.82,2025-03-08,,none,,False,3,2025
BILL_0016012,USR_00312,mobile_recharge,485.29,2025-04-19,2025-04-18,auto_debit,-1.0,True,4,2025
BILL_0016013,USR_00312,mobile_recharge,542.0,2025-05-08,2025-05-03,cash,-5.0,True,5,2025
BILL_0016014,USR_00312,mobile_recharge,435.84,2025-06-15,2025-06-15,auto_debit,0.0,True,6,2025
BILL_0016015,USR_00312,mobile_recharge,405.69,2025-07-22,2025-07-22,upi,0.0,True,7,2025
BILL_0016016,USR_00312,mobile_recharge,444.77,2025-08-06,2025-08-01,cash,-5.0,True,8,2025
BILL_0016017,USR_00312,mobile_recharge,478.58,2025-09-22,2025-09-17,upi,-5.0,True,9,2025
BILL_0016018,USR_00312,mobile_recharge,489.99,2025-10-19,2025-10-19,cash,0.0,True,10,2025
BILL_0016019,USR_00312,mobile_recharge,425.28,2025-11-17,2025-11-17,upi,0.0,True,11,2025
BILL_0016020,USR_00312,mobile_recharge,436.11,2025-12-13,,none,,False,12,2025
BILL_0016021,USR_00312,rent,11736.79,2025-01-10,2025-01-08,upi,-2.0,True,1,2025
BILL_0016022,USR_00312,rent,14780.1,2025-02-23,2025-02-23,auto_debit,0.0,True,2,2025
BILL_0016023,USR_00312,rent,10951.26,2025-03-17,2025-03-16,cash,-1.0,True,3,2025
BILL_0016024,USR_00312,rent,13456.5,2025-04-14,2025-04-10,upi,-4.0,True,4,2025
BILL_0016025,USR_00312,rent,12283.09,2025-05-08,2025-05-07,cash,-1.0,True,5,2025
BILL_0016026,USR_00312,rent,13373.46,2025-06-22,2025-06-18,auto_debit,-4.0,True,6,2025
BILL_0016027,USR_00312,rent,12172.46,2025-07-09,2025-07-07,cash,-2.0,True,7,2025
BILL_0016028,USR_00312,rent,11157.1,2025-08-14,2025-08-14,upi,0.0,True,8,2025
BILL_0016029,USR_00312,rent,13518.6,2025-09-19,2025-09-26,cash,7.0,False,9,2025
BILL_0016030,USR_00312,rent,12186.94,2025-10-06,2025-10-01,upi,-5.0,True,10,2025
BILL_0016031,USR_00312,rent,13667.68,2025-11-23,2025-12-16,cash,23.0,False,11,2025
BILL_0016032,USR_00312,rent,13352.46,2025-12-19,2025-12-16,upi,-3.0,True,12,2025
BILL_0016033,USR_00313,electricity,1591.18,2025-01-06,2025-01-01,upi,-5.0,True,1,2025
BILL_0016034,USR_00313,electricity,972.85,2025-02-20,2025-03-18,upi,26.0,False,2,2025
BILL_0016035,USR_00313,electricity,1334.51,2025-03-06,2025-03-04,upi,-2.0,True,3,2025
BILL_0016036,USR_00313,electricity,1458.96,2025-04-13,2025-05-13,auto_debit,30.0,False,4,2025
BILL_0016037,USR_00313,electricity,1569.76,2025-05-11,2025-05-10,upi,-1.0,True,5,2025
BILL_0016038,USR_00313,electricity,1208.64,2025-06-24,2025-06-22,cash,-2.0,True,6,2025
BILL_0016039,USR_00313,electricity,1166.3,2025-07-15,2025-07-14,auto_debit,-1.0,True,7,2025
BILL_0016040,USR_00313,electricity,1054.24,2025-08-06,2025-08-05,upi,-1.0,True,8,2025
BILL_0016041,USR_00313,electricity,1155.46,2025-09-09,2025-09-27,upi,18.0,False,9,2025
BILL_0016042,USR_00313,electricity,1384.18,2025-10-15,2025-10-10,upi,-5.0,True,10,2025
BILL_0016043,USR_00313,electricity,1535.68,2025-11-09,2025-11-08,upi,-1.0,True,11,2025
BILL_0016044,USR_00313,electricity,1435.09,2025-12-06,2025-12-23,upi,17.0,False,12,2025
BILL_0016045,USR_00313,mobile_recharge,393.82,2025-01-15,2025-01-27,cash,12.0,False,1,2025
BILL_0016046,USR_00313,mobile_recharge,370.86,2025-02-23,2025-02-23,upi,0.0,True,2,2025
BILL_0016047,USR_00313,mobile_recharge,259.52,2025-03-11,2025-03-08,upi,-3.0,True,3,2025
BILL_0016048,USR_00313,mobile_recharge,314.4,2025-04-11,2025-04-10,upi,-1.0,True,4,2025
BILL_0016049,USR_00313,mobile_recharge,320.69,2025-05-11,2025-06-04,auto_debit,24.0,False,5,2025
BILL_0016050,USR_00313,mobile_recharge,354.58,2025-06-25,2025-07-04,upi,9.0,False,6,2025
BILL_0016051,USR_00313,mobile_recharge,302.19,2025-07-25,,none,,False,7,2025
BILL_0016052,USR_00313,mobile_recharge,297.43,2025-08-06,2025-08-01,auto_debit,-5.0,True,8,2025
BILL_0016053,USR_00313,mobile_recharge,310.06,2025-09-06,2025-10-02,upi,26.0,False,9,2025
BILL_0016054,USR_00313,mobile_recharge,331.65,2025-10-09,2025-10-16,upi,7.0,False,10,2025
BILL_0016055,USR_00313,mobile_recharge,330.98,2025-11-20,2025-11-20,auto_debit,0.0,True,11,2025
BILL_0016056,USR_00313,mobile_recharge,298.88,2025-12-12,2025-12-12,upi,0.0,True,12,2025
BILL_0016057,USR_00313,rent,6113.16,2025-01-22,2025-02-16,auto_debit,25.0,False,1,2025
BILL_0016058,USR_00313,rent,5758.91,2025-02-06,2025-02-03,upi,-3.0,True,2,2025
BILL_0016059,USR_00313,rent,6518.38,2025-03-10,2025-03-10,upi,0.0,True,3,2025
BILL_0016060,USR_00313,rent,5040.22,2025-04-07,2025-04-06,upi,-1.0,True,4,2025
BILL_0016061,USR_00313,rent,5823.58,2025-05-19,,none,,False,5,2025
BILL_0016062,USR_00313,rent,6631.32,2025-06-24,2025-06-21,cash,-3.0,True,6,2025
BILL_0016063,USR_00313,rent,5669.23,2025-07-23,2025-07-28,auto_debit,5.0,False,7,2025
BILL_0016064,USR_00313,rent,6473.18,2025-08-09,2025-08-08,auto_debit,-1.0,True,8,2025
BILL_0016065,USR_00313,rent,6878.43,2025-09-11,2025-09-07,upi,-4.0,True,9,2025
BILL_0016066,USR_00313,rent,6685.56,2025-10-06,2025-10-23,upi,17.0,False,10,2025
BILL_0016067,USR_00313,rent,6644.64,2025-11-13,2025-11-21,cash,8.0,False,11,2025
BILL_0016068,USR_00313,rent,5865.26,2025-12-15,,none,,False,12,2025
BILL_0016069,USR_00314,electricity,230.73,2025-01-21,2025-01-20,upi,-1.0,True,1,2025
BILL_0016070,USR_00314,electricity,251.2,2025-02-11,2025-02-06,upi,-5.0,True,2,2025
BILL_0016071,USR_00314,electricity,210.74,2025-03-12,2025-03-18,cash,6.0,False,3,2025
BILL_0016072,USR_00314,electricity,223.08,2025-04-15,2025-05-05,upi,20.0,False,4,2025
BILL_0016073,USR_00314,electricity,237.15,2025-05-21,2025-05-27,upi,6.0,False,5,2025
BILL_0016074,USR_00314,electricity,235.84,2025-06-21,2025-07-18,upi,27.0,False,6,2025
BILL_0016075,USR_00314,electricity,267.06,2025-07-15,2025-07-21,upi,6.0,False,7,2025
BILL_0016076,USR_00314,electricity,254.79,2025-08-20,2025-09-16,upi,27.0,False,8,2025
BILL_0016077,USR_00314,electricity,238.77,2025-09-09,2025-09-22,upi,13.0,False,9,2025
BILL_0016078,USR_00314,electricity,253.33,2025-10-05,2025-10-25,cash,20.0,False,10,2025
BILL_0016079,USR_00314,electricity,225.04,2025-11-13,2025-11-27,upi,14.0,False,11,2025
BILL_0016080,USR_00314,electricity,223.33,2025-12-15,2025-12-15,auto_debit,0.0,True,12,2025
BILL_0016081,USR_00314,mobile_recharge,323.13,2025-01-14,2025-02-11,upi,28.0,False,1,2025
BILL_0016082,USR_00314,mobile_recharge,345.99,2025-02-06,2025-03-05,cash,27.0,False,2,2025
BILL_0016083,USR_00314,mobile_recharge,310.79,2025-03-17,2025-03-28,cash,11.0,False,3,2025
BILL_0016084,USR_00314,mobile_recharge,309.61,2025-04-09,2025-05-01,cash,22.0,False,4,2025
BILL_0016085,USR_00314,mobile_recharge,324.38,2025-05-17,2025-06-12,upi,26.0,False,5,2025
BILL_0016086,USR_00314,mobile_recharge,421.42,2025-06-09,2025-06-16,cash,7.0,False,6,2025
BILL_0016087,USR_00314,mobile_recharge,291.27,2025-07-10,2025-07-05,cash,-5.0,True,7,2025
BILL_0016088,USR_00314,mobile_recharge,389.99,2025-08-24,,none,,False,8,2025
BILL_0016089,USR_00314,mobile_recharge,354.01,2025-09-13,2025-09-22,upi,9.0,False,9,2025
BILL_0016090,USR_00314,mobile_recharge,353.38,2025-10-20,2025-10-18,cash,-2.0,True,10,2025
BILL_0016091,USR_00314,mobile_recharge,353.89,2025-11-18,2025-11-14,upi,-4.0,True,11,2025
BILL_0016092,USR_00314,mobile_recharge,347.68,2025-12-22,2025-12-18,auto_debit,-4.0,True,12,2025
BILL_0016093,USR_00314,rent,3018.58,2025-01-20,,none,,False,1,2025
BILL_0016094,USR_00314,rent,2911.41,2025-02-17,2025-03-19,upi,30.0,False,2,2025
BILL_0016095,USR_00314,rent,2732.34,2025-03-25,2025-04-03,cash,9.0,False,3,2025
BILL_0016096,USR_00314,rent,2919.8,2025-04-10,,none,,False,4,2025
BILL_0016097,USR_00314,rent,3137.33,2025-05-18,2025-05-14,cash,-4.0,True,5,2025
BILL_0016098,USR_00314,rent,3244.07,2025-06-13,2025-07-06,upi,23.0,False,6,2025
BILL_0016099,USR_00314,rent,2620.56,2025-07-11,2025-07-15,upi,4.0,False,7,2025
BILL_0016100,USR_00314,rent,3088.19,2025-08-11,2025-08-07,cash,-4.0,True,8,2025
BILL_0016101,USR_00314,rent,3466.01,2025-09-08,2025-09-16,auto_debit,8.0,False,9,2025
BILL_0016102,USR_00314,rent,3081.84,2025-10-16,2025-10-11,cash,-5.0,True,10,2025
BILL_0016103,USR_00314,rent,3201.7,2025-11-15,2025-11-23,auto_debit,8.0,False,11,2025
BILL_0016104,USR_00314,rent,3157.16,2025-12-17,2025-12-20,auto_debit,3.0,False,12,2025
BILL_0016105,USR_00315,electricity,1308.82,2025-01-12,2025-01-14,upi,2.0,False,1,2025
BILL_0016106,USR_00315,electricity,1350.79,2025-02-10,2025-02-17,upi,7.0,False,2,2025
BILL_0016107,USR_00315,electricity,1147.25,2025-03-25,,none,,False,3,2025
BILL_0016108,USR_00315,electricity,1292.18,2025-04-15,2025-04-28,auto_debit,13.0,False,4,2025
BILL_0016109,USR_00315,electricity,1194.5,2025-05-07,2025-05-20,cash,13.0,False,5,2025
BILL_0016110,USR_00315,electricity,1172.78,2025-06-20,2025-06-17,auto_debit,-3.0,True,6,2025
BILL_0016111,USR_00315,electricity,1368.76,2025-07-12,2025-07-29,upi,17.0,False,7,2025
BILL_0016112,USR_00315,electricity,1184.55,2025-08-05,2025-08-14,upi,9.0,False,8,2025
BILL_0016113,USR_00315,electricity,1237.64,2025-09-10,2025-10-08,upi,28.0,False,9,2025
BILL_0016114,USR_00315,electricity,1163.86,2025-10-17,2025-10-15,auto_debit,-2.0,True,10,2025
BILL_0016115,USR_00315,electricity,1325.89,2025-11-08,2025-12-04,auto_debit,26.0,False,11,2025
BILL_0016116,USR_00315,electricity,1415.7,2025-12-14,2025-12-14,upi,0.0,True,12,2025
BILL_0016117,USR_00315,mobile_recharge,461.31,2025-01-20,2025-01-20,auto_debit,0.0,True,1,2025
BILL_0016118,USR_00315,mobile_recharge,409.36,2025-02-20,2025-03-04,upi,12.0,False,2,2025
BILL_0016119,USR_00315,mobile_recharge,387.51,2025-03-24,2025-03-23,upi,-1.0,True,3,2025
BILL_0016120,USR_00315,mobile_recharge,428.05,2025-04-18,2025-04-29,auto_debit,11.0,False,4,2025
BILL_0016121,USR_00315,mobile_recharge,484.61,2025-05-20,,none,,False,5,2025
BILL_0016122,USR_00315,mobile_recharge,457.52,2025-06-06,,none,,False,6,2025
BILL_0016123,USR_00315,mobile_recharge,438.67,2025-07-17,2025-08-03,cash,17.0,False,7,2025
BILL_0016124,USR_00315,mobile_recharge,401.12,2025-08-21,2025-08-18,upi,-3.0,True,8,2025
BILL_0016125,USR_00315,mobile_recharge,463.71,2025-09-07,2025-09-24,upi,17.0,False,9,2025
BILL_0016126,USR_00315,mobile_recharge,455.79,2025-10-17,2025-10-27,auto_debit,10.0,False,10,2025
BILL_0016127,USR_00315,mobile_recharge,465.0,2025-11-15,2025-11-11,upi,-4.0,True,11,2025
BILL_0016128,USR_00315,mobile_recharge,472.95,2025-12-15,2025-12-12,upi,-3.0,True,12,2025
BILL_0016129,USR_00315,rent,17288.31,2025-01-09,2025-01-31,auto_debit,22.0,False,1,2025
BILL_0016130,USR_00315,rent,19980.86,2025-02-23,2025-02-27,cash,4.0,False,2,2025
BILL_0016131,USR_00315,rent,17192.18,2025-03-13,2025-04-12,cash,30.0,False,3,2025
BILL_0016132,USR_00315,rent,14959.64,2025-04-16,2025-04-22,upi,6.0,False,4,2025
BILL_0016133,USR_00315,rent,16552.07,2025-05-12,2025-06-04,cash,23.0,False,5,2025
BILL_0016134,USR_00315,rent,16938.36,2025-06-15,2025-06-22,cash,7.0,False,6,2025
BILL_0016135,USR_00315,rent,19008.8,2025-07-09,2025-07-27,upi,18.0,False,7,2025
BILL_0016136,USR_00315,rent,17842.13,2025-08-17,2025-08-31,upi,14.0,False,8,2025
BILL_0016137,USR_00315,rent,17271.96,2025-09-19,,none,,False,9,2025
BILL_0016138,USR_00315,rent,18817.75,2025-10-23,2025-11-12,upi,20.0,False,10,2025
BILL_0016139,USR_00315,rent,20773.44,2025-11-12,2025-11-10,upi,-2.0,True,11,2025
BILL_0016140,USR_00315,rent,15756.06,2025-12-10,2025-12-31,upi,21.0,False,12,2025
BILL_0016141,USR_00316,electricity,3203.7,2025-01-24,2025-01-20,upi,-4.0,True,1,2025
BILL_0016142,USR_00316,electricity,3047.18,2025-02-10,2025-02-07,cash,-3.0,True,2,2025
BILL_0016143,USR_00316,electricity,2801.97,2025-03-09,2025-03-05,auto_debit,-4.0,True,3,2025
BILL_0016144,USR_00316,electricity,2587.88,2025-04-25,2025-04-27,upi,2.0,False,4,2025
BILL_0016145,USR_00316,electricity,3626.39,2025-05-09,2025-05-09,upi,0.0,True,5,2025
BILL_0016146,USR_00316,electricity,3344.98,2025-06-09,2025-06-07,upi,-2.0,True,6,2025
BILL_0016147,USR_00316,electricity,3757.7,2025-07-24,2025-07-19,upi,-5.0,True,7,2025
BILL_0016148,USR_00316,electricity,2955.08,2025-08-25,2025-08-23,upi,-2.0,True,8,2025
BILL_0016149,USR_00316,electricity,3147.77,2025-09-05,2025-09-21,auto_debit,16.0,False,9,2025
BILL_0016150,USR_00316,electricity,2860.75,2025-10-11,2025-10-11,cash,0.0,True,10,2025
BILL_0016151,USR_00316,electricity,3182.17,2025-11-09,,none,,False,11,2025
BILL_0016152,USR_00316,electricity,3202.5,2025-12-23,2025-12-18,cash,-5.0,True,12,2025
BILL_0016153,USR_00316,mobile_recharge,450.21,2025-01-20,2025-02-12,upi,23.0,False,1,2025
BILL_0016154,USR_00316,mobile_recharge,484.17,2025-02-09,2025-02-14,cash,5.0,False,2,2025
BILL_0016155,USR_00316,mobile_recharge,393.8,2025-03-19,2025-03-18,cash,-1.0,True,3,2025
BILL_0016156,USR_00316,mobile_recharge,420.65,2025-04-10,2025-04-08,upi,-2.0,True,4,2025
BILL_0016157,USR_00316,mobile_recharge,484.79,2025-05-22,2025-05-17,upi,-5.0,True,5,2025
BILL_0016158,USR_00316,mobile_recharge,387.67,2025-06-24,,none,,False,6,2025
BILL_0016159,USR_00316,mobile_recharge,421.96,2025-07-19,2025-08-14,upi,26.0,False,7,2025
BILL_0016160,USR_00316,mobile_recharge,540.48,2025-08-07,2025-08-26,upi,19.0,False,8,2025
BILL_0016161,USR_00316,mobile_recharge,437.82,2025-09-13,,none,,False,9,2025
BILL_0016162,USR_00316,mobile_recharge,404.5,2025-10-21,2025-10-20,cash,-1.0,True,10,2025
BILL_0016163,USR_00316,mobile_recharge,592.87,2025-11-21,2025-12-03,upi,12.0,False,11,2025
BILL_0016164,USR_00316,mobile_recharge,423.2,2025-12-23,2025-12-20,auto_debit,-3.0,True,12,2025
BILL_0016165,USR_00316,rent,17417.96,2025-01-18,2025-01-18,cash,0.0,True,1,2025
BILL_0016166,USR_00316,rent,25549.08,2025-02-18,2025-02-14,upi,-4.0,True,2,2025
BILL_0016167,USR_00316,rent,19058.19,2025-03-06,2025-03-03,upi,-3.0,True,3,2025
